"Tipo Equivalente","ALIMENTOS","Cantidad sugerida","Unidad","Peso bruto redondeado (g)","Peso neto (g)","Energia (Kcal)","Proteina (g)","Lípidos (g)","Hidratos de carbono (g)","Fibra (g)","Vitamina A     (µg RE)","Acido Ascórbico (mg)","Acido Fólico (µg)","Hierro NO HEM (mg)","Potasio (mg)","Indice glicémico","Carga glicémica",
"Cereales con grasa","Dona azucarada",0.333333333333333,"pieza",21,21,90,1,4.9,10.7,0.3,1.8,9.6,0.4,117.3,3.6,76,16.3,
"Cereales con grasa","Dona glaseada de chocolate",0.333333333333333,"pieza",21,21,102,1,6.6,10.3,0.4,3.5,7.5,0.5,91.8,"ND","ND","ND",
"Cereales con grasa","Dona glaseada sabor chocolate",0.333333333333333,"pieza",21,21,102,1,6.6,10.3,0.4,3.5,7.5,0.5,91.8,"ND","ND","ND",
"Cereales con grasa","Dona glaseada",0.333333333333333,"pieza",21,21,90,1,4.9,10.7,0.3,1.8,9.6,0.4,117.3,3.6,76,16.3,
"Cereales con grasa","Doraditas",0.5,"pieza",18,18,98,0.9,5,12.3,0,0,0,0,139.3,"ND","ND","ND",
"Cereales con grasa","Doritos incognita",0.333333333333333,"paquete",19,19,90,15.4,4.5,10.8,1,0,0,0,196,"ND","ND","ND",
"Cereales con grasa","Doritos nachos",0.333333333333333,"paquete",20,20,95,1.6,5,11,1,0,0,0,152,"ND","ND","ND",
"Cereales con grasa","Doritos pizzerolas",0.333333333333333,"paquete",19,19,93,1.4,4.9,10.8,1,0,0,0,213.5,"ND","ND","ND",
"Cereales con grasa","Eclair de chocolate",0.5,"pieza",29,29,98,1.3,4.6,12.8,0,0,5.5,0.4,32.5,"ND","ND","ND",
"Cereales con grasa","Fritos",20,"g",20,20,110,1.6,7.2,9.6,1.6,0,0,0,144,"ND","ND","ND",
"Cereales con grasa","Frituras de maíz con chile y limón",0.333333333333333,"bolsa",19,19,84,0.8,5.3,8.3,0,0,0,1.4,218.2,"ND",64,12,
"Cereales con grasa","Frituras de maíz con limón y sal",0.333333333333333,"bolsa",19,19,84,0.8,5.3,8.3,0,0,0,1.4,218.2,"ND",64,12,
"Cereales con grasa","Fruitcake",0.333333333333333,"rebanada",32,32,104,0.9,2.9,19.9,1.2,0,0,0,0,9.6,"ND","ND",
"Cereales con grasa","Galletas con chispa de chocolate",3,"pieza",21,21,105,1.3,5.3,13.8,0.7,0,0,0,72.2,6.6,"ND","ND",
"Cereales con grasa","Galletas cubierta de chocolate",1.5,"pieza",21,21,103,1.2,5,14.2,0.7,2.3,12,0.8,61.5,"ND","ND","ND",
"Cereales con grasa","Galleta de avena",1,"pieza",18,18,81,1.1,3.3,12.4,0.5,1,7,0.5,69,"ND","ND","ND",
"Cereales con grasa","Galleta de avena con pasas",2,"pieza",25,25,110,1,5,15,0,0,0,0,75,"ND","ND","ND",
"Cereales con grasa","Galleta de avena y manzana",1,"pieza",24,24,108,0.9,3.5,17.6,0,0,23,0.3,106.5,"ND","ND","ND",
"Cereales con grasa","Galleta de chocolate con relleno cremoso",2.5,"pieza",23,23,106,1.3,4.6,16.5,0.7,0,"0.0.",0,0,9.3,"ND","ND",
"Cereales con grasa","Galleta de chocolate con relleno cremoso baja en grasa",3,"pieza",27,27,119,1.6,3.6,20.6,0.8,0,0,0,0,11.1,"ND","ND",
"Cereales con grasa","Galleta de crema de cacahuate",1.5,"pieza",23,23,108,2.1,5.3,13.2,0.5,7.5,7.5,0.6,93,"ND","ND","ND",
"Cereales con grasa","Galleta de malvavisco con chocolate",2,"pieza",26,26,110,1,4.4,17.6,0.6,2,12,0.7,44,"ND","ND","ND",
"Cereales con grasa","Galleta de nuez",1.5,"pieza",23,23,110,1.5,4.5,15.8,1.9,0,0,0,131.2,5.2,"ND","ND",
"Cereales con grasa","Galleta integral",4,"pieza",20,20,95,1.7,3.6,13.9,1.1,0,0,0,180,0.5,"ND","ND",
"Cereales con grasa","Galleta integral con miel",4,"pieza",24,24,110,1.9,3.2,18.2,0.6,0,0,0,90.8,5.2,"ND","ND",
"Cereales con grasa","Galleta integral de miel",4,"pieza",24,24,110,1.9,3.2,18.2,0.6,0,0,0,90.8,5.2,"ND","ND",
"Cereales con grasa","Galleta integral de trigo",4,"pieza",28,28,113,2.4,3.9,19.1,1.6,0,6.4,0.1,153.2,"ND","ND","ND",
"Cereales con grasa","Galleta integral molida",4,"cucharada",24,24,114,2.1,4.3,16.6,1.4,0,0,0,216,0.6,"ND","ND",
"Cereales con grasa","Galleta O´reo",2,"pieza",18,18,86,0.9,3.8,12.2,0.4,0,0,0,84.8,"ND","ND","ND",
"Cereales con grasa","Galleta salada cremosa",7,"pieza",22,22,112,1.4,5.6,14,0,0,0,0,189,1.4,"ND","ND",
"Cereales con grasa","Galleta sandwich",2,"pieza",21,21,91,0.8,2.1,16.5,0.8,0,0,0,181.1,9.1,"ND","ND",
"Cereales con grasa","Galleta sandwich chocolate",2,"pieza",21,21,91,0.8,2.1,16.5,0.8,0,0,0,181.1,9.1,"ND","ND",
"Cereales con grasa","Galleta sandwuich de vainilla",2,"pieza",21,21,91,0.8,25.1,16.5,0.8,0,0,0,181.1,9.1,"ND","ND",
"Cereales con grasa","Galleta wafers",6,"pieza",21,21,105,0.8,4.5,15.8,0.8,0,0,0,30,9.8,"ND","ND",
"Cereales con grasa","Galletas con almendras",1.5,"pieza",21,21,113,0.8,7.4,12.8,"ND",0,0,0,0,9.8,"ND","ND",
"Cereales con grasa","Galletas con chispas de chocolate",0.5,"pieza",16,16,80,1,4,10.5,0,0,0,0,".0.",5,"ND","ND",
"Cereales con grasa","Galletas con chispas de chocolate bajas en grasa",2,"pieza",20,20,90,1.2,33,14.6,0.8,0,0,0,0,"ND","ND","ND",
"Cereales con grasa","Galletas con chispas de chocolate con mantequilla casera",1.5,"pieza",24,24,117,1.4,6.8,14,"ND",0,0,0,0,"ND","ND","ND",
"Cereales con grasa","Galletas de manzana con pasas",1,"pieza",26,26,113,1.3,4.3,17.2,0.6,0,0,0,0,8.8,"ND","ND",
"Cereales con grasa","Gansito",25,"g",25,25,99,1.1,3.9,14.9,0.6,0,0,0,55.5,"ND","ND","ND",
"Cereales con grasa","Granola con almendras",3,"cucharada",21,21,98,2.5,3.5,14.1,1.1,7,18.1,0.9,7,4.3,"ND","ND",
"Cereales con grasa","Granola con avena y miel",3,"cucharada",21,21,96,2.3,4,13.7,1.4,6.6,26.7,0.5,8.8,5.7,"ND","ND",
"Cereales con grasa","Granola con pasitas y dátiles",3,"cucharada",21,21,92,2.1,2.9,15.2,1.3,6.7,16.1,0.9,5.3,6.1,"ND","ND",
"Cereales con grasa","Granola estándar",3,"cucharada",21,21,97,2.3,4,14.1,1.1,0,0,0,8.2,"ND","ND","ND",
"Cereales con grasa","Granola Thins Nature Valley",1,"pieza",17,17,80,1,4,11,1,0,0,0,75,"ND","ND","ND",
"Cereales con grasa","Habaneras Bran Arándanos Ciruela",35,"g",35,35,113,2.7,4.3,16,3,0,0,0,171.5,"ND","ND","ND",
"Cereales con grasa","Harina de algodón  baja  en grado",4,"cucharada",32,32,106,15.9,0.4,11.5,0,0,0,0,57.6,"ND","ND","ND",
"Cereales con grasa","harina de cacahuate",4,"cucharada",32,32,105,16.7,0.2,11.1,5.1,0,0,0,13.2,2.6,"ND","ND",
"Cereales con grasa","Harina de girasol parcialmente desgrasada",4,"cucharada",32,32,105,15.4,0.5,11.5,1.7,0,0,0,0,"ND","ND","ND",
"Cereales con grasa","Harina de sésamo baja en grasa",4,"cucharada",32,32,107,16,0.6,11.4,0,0,0,0,6.4,"ND","ND","ND",
"Cereales con grasa","Harina de soya baja en grasa",4,"cucharada",32,32,120,14.5,2.8,11.2,5.1,0,0,0,1,3.4,"ND","ND",
"Cereales con grasa","Harina de soya desgrasada",4,"cucharada",32,32,106,15,0.4,12.3,5.6,0,0,0,4.2,6,"ND","ND",
"Cereales con grasa","Harina de soya fill fat",3,"cucharada",24,24,105,8.3,4.9,8.5,2.3,0,0,0,2.2,1.8,"ND","ND",
"Cereales con grasa","Hojaldra",0.333333333333333,"pieza",28,28,115,2.3,6,13,0.7,8,10.4,0.6,210.8,"ND","ND","ND",
"Cereales con grasa","Kinder delice",0.5,"paquete",21,21,95,1,5.9,9,0.5,0,0,0,20,"ND","ND","ND",
"Cereales con grasa","Macarrón con queso",0.25,"taza",50,50,108,4.2,5.6,10.1,0,0,90.5,0.5,271.5,"ND","ND","ND",
"Cereales con grasa","Madalena",0.75,"pieza",20,20,92,1.6,4.2,8.9,0,0,0,0,85,"ND","ND","ND",
"Cereales con grasa","Maíz palomero con mantequilla horno de microondas",2.5,"taza",38,38,115,3.5,2.6,25.4,6.1,0,20,0.2,383.8,"ND","ND","ND",
"Cereales con grasa","Marías Gamesa Cereale Chocoplátano",20,"g",20,20,120,1.4,2.7,12.6,1.7,0,0,0,84,"ND","ND","ND",
"Cereales con grasa","Marías Gamesa Cereale Fresa",30,"g",30,30,121,2.1,4.1,18.9,2.5,0,0,0,126,"ND","ND","ND",
"Cereales con grasa","Muffin con mantequilla",0.333333333333333,"pieza",37,37,112,2.9,3.4,18,0,10.1,61,0.9,228.5,"ND","ND","ND",
"Cereales con grasa","Muffin de blueberry",0.25,"pieza",28,28,107,1.3,4.5,15,0.3,20.6,13,0.4,95.8,9.3,59,16.7,
"Cereales con grasa","Muffin de maíz",0.333333333333333,"pieza",37,37,114,2.2,3.1,19,1.2,12.4,27.5,1,194.3,2.8,49,18.3,
"Cereales con grasa","Muffin integral",0.333333333333333,"pieza",37,37,11,2.6,2.8,18,1.7,51.8,23.5,1.6,146.5,3.1,60,22.4,
"Cereales con grasa","Muffin integral con pasas",0.333333333333333,"pieza",37,37,118,2.5,3.2,19.9,2.5,0,42.4,1.8,200.6,"ND","ND","ND",
"Cereales con grasa","Nachos",3,"pieza",21,21,106,1.7,5.5,13.3,1.1,3,31.5,0.3,150.8,"ND","ND","ND",
"Cereales con grasa","Nature valley",0.5,"barra",18,18,70,1.5,2,12.5,1.5,0,0,0,32.5,"ND","ND","ND",
"Cereales con grasa","Nature valley barra granola con manzana",1,"pieza",21,21,90,1.5,3.2,13,1.2,0,0,0,65,"ND","ND","ND",
"Cereales con grasa","Oreja",0.333333333333333,"pieza",17,17,81,1,4.4,9.6,0.2,13.2,0,0.3,50.8,"ND","ND","ND",
"Cereales con grasa","Orejas de pan dulce",0.333333333333333,"pieza",17,17,81,1,4.4,9.6,0.2,13.2,0,0.3,50.8,"ND","ND","ND",
"Cereales con grasa","Palomitas con queso",0.75,"taza",21,21,110,2,7,10.8,2.1,2.3,24,0.5,186.8,"ND","ND","ND",
"Cereales con grasa","Palomitas garapiñadas",0.75,"taza",21,21,91,0.8,2.7,16.6,1.1,1.1,0.9,0.4,43.3,11.2,"ND","ND",
"Cereales con grasa","Pan de ajo",1,"pieza",28,28,93,2,3.9,12.3,1,0,49.1,0.9,142.5,2.5,"ND","ND",
"Cereales con grasa","Pan de ajo con queso",1,"pieza",28,28,98,2.5,4.9,11.3,1,0,98.2,0.7,211.2,1,"ND","ND",
"Cereales con grasa","Pan dulce, orejas",0.333333333333333,"pieza",17,17,81,1,4.4,9.6,0.2,13.2,0,0.3,50.8,"ND","ND","ND",
"Cereales con grasa","Pan de jenjibre",1,"rebanada",28,28,100,1.1,4.6,13.8,"ND",0,0,0,0,"ND","ND","ND",
"Cereales con grasa","Pan de muesli",1,"rebanada",28,28,94,2.5,3.6,13.2,1.4,0,0,0,124.9,"ND",54,15.1,
"Cereales con grasa","Pan tipo muffin con mantequilla",0.333333333333333,"pieza",37,37,112,2.9,3.4,18,0,10.1,61,0.9,228.5,"ND","ND","ND",
"Cereales con grasa","Pan tipo muffin de fruta",0.25,"pieza",28,28,107,1.3,4.5,15,0.3,20.6,13,0.4,95.8,9.3,"ND","ND",
"Cereales con grasa","pan tipo muffin de maíz",0.333333333333333,"pieza",37,37,144,2.2,3.1,19,1.2,12.4,27.5,1,194.3,2.8,49,18.3,
"Cereales con grasa","Pan tipo muffin integral",0.333333333333333,"pieza",37,37,101,2.6,2.8,18,1.7,51.8,23.5,1.6,146.5,3.1,60,22.4,
"Cereales con grasa","Panqué",0.5,"rebanada",20,20,84,1.3,4.3,9.8,0.2,0,10.4,0.3,71.4,5.7,"ND","ND",
"Cereales con grasa","Panqué con mantequilla",0.5,"rebanada",20,20,84,1.3,4.3,9.8,"ND",0,10.4,3,71.4,"ND","ND","ND",
"Cereales con grasa","Panqué de nata",0.5,"rebanada",23,23,97,1.4,5.6,10.7,0,3.4,5.5,0.4,65,"ND","ND","ND",
"Cereales con grasa","Panqué de salvado",1,"rebanada",40,40,118,1.6,5.6,13.6,1.2,0,19.2,0.6,79.2,3.2,"ND","ND",
"Cereales con grasa","Panquecito cubierto de chocolate",0.5,"pieza",24,24,86,1.1,3,14.2,0,0,31,0.2,80.5,"ND","ND","ND",
"Cereales con grasa","Panquecito cubierto de vainilla",0.5,"pieza",33,33,119,1.1,3.8,20.6,0,0,16.6,0,74,"ND","ND","ND",
"Cereales con grasa","Panquecito de vainilla",0.5,"pieza",33,33,119,1.1,3.8,20.6,0,0,16.6,0.1,74,"ND","ND","ND",
"Cereales con grasa","Papa congelada para freir",50,"g",50,50,100,1.6,3.8,15.6,1.6,6,4,0.6,15,"ND","ND","ND",
"Cereales con grasa","Papa hash brown",0.25,"taza",39,39,100,1.2,4.9,13.7,1.2,6.2,5.5,0.2,133.4,0.6,"ND","ND",
"Cereales con grasa","Papa sal",20,"g",20,20,107,1,6.6,11,1,0,0,0,116,"ND","ND","ND",
"Cereales con grasa","Papas fritas",6,"pieza",18,18,100,1.1,6.9,9.2,0.6,1.3,4.3,0.3,118.1,0.9,76,13.7,
"Cereales con grasa","Papas fritas a la francesa",4,"pieza",20,20,112,1.2,7.7,10.2,0.7,1.4,4.8,0.3,13.2,1,"ND","ND",
"Cereales con grasa","Papas fritas bajas en grasa",7,"pieza",21,21,105,1.2,5.4,13.6,0.8,5.7,7.1,0.3,89.9,1.1,"ND","ND",
"Cereales con grasa","Papas fritas con crema ácida y cebolla",6,"pieza",18,18,98,1.2,6.7,9.2,0.2,4.1,11.5,0.3,129.6,"ND","ND","ND",
"Cereales con grasa","papas fritas con queso",6,"pieza",18,18,99,1.3,6.7,9.1,0.6,3.2,19.8,0.3,135.9,0.9,"ND","ND",
"Cereales con grasa","Papas fritas en juliana",6,"pieza",30,30,100,1.1,5.6,11.9,1,6.6,3.6,0.5,183.9,"ND","ND","ND",
"Cereales con grasa","Papas fritas light",10,"pieza",19,19,100,1.1,5.6,11.9,1,6.6,3.6,0.5,183.9,"ND","ND","ND",
"Cereales con grasa","Papas fritas reducidas en grasa",0.75,"bolsa individual",20,20,94,1.1,4.8,12.2,0.7,5.1,6.4,0.3,80.3,0.9,"ND","ND",
